"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1460","Standard user lands on inventory page after login","","Fri Apr 10 06:29:43 UTC 2026","passed","Fri Apr 10 06:29:44 UTC 2026","","Login functionality","Standard user lands on inventory page after login",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1403","Application logo is displayed in the header on the inventory page","","Fri Apr 10 06:30:07 UTC 2026","passed","Fri Apr 10 06:30:09 UTC 2026","","Header navigation functionality","Application logo is displayed in the header on the inventory page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1468","Products are sorted alphabetically A to Z by default","","Fri Apr 10 06:29:29 UTC 2026","passed","Fri Apr 10 06:29:30 UTC 2026","","Inventory page functionality","Products are sorted alphabetically A to Z by default",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1543","User can sort products by price high to low","","Fri Apr 10 06:29:33 UTC 2026","passed","Fri Apr 10 06:29:35 UTC 2026","","Inventory page functionality","User can sort products by price high to low",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1202","User cannot log in with empty username","","Fri Apr 10 06:29:46 UTC 2026","passed","Fri Apr 10 06:29:47 UTC 2026","","Login functionality","User cannot log in with empty username",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","6483","Performance glitch user can log in successfully","","Fri Apr 10 06:29:50 UTC 2026","passed","Fri Apr 10 06:29:56 UTC 2026","","Login functionality","Performance glitch user can log in successfully",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1442","Inventory page displays all six products","","Fri Apr 10 06:29:27 UTC 2026","passed","Fri Apr 10 06:29:29 UTC 2026","","Inventory page functionality","Inventory page displays all six products",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1564","User can navigate to a product detail page","","Fri Apr 10 06:29:40 UTC 2026","passed","Fri Apr 10 06:29:42 UTC 2026","","Inventory page functionality","User can navigate to a product detail page",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1545","Cart icon in the header navigates to the cart page","","Fri Apr 10 06:30:06 UTC 2026","passed","Fri Apr 10 06:30:07 UTC 2026","","Header navigation functionality","Cart icon in the header navigates to the cart page",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1496","Standard user can log in successfully","","Fri Apr 10 06:29:42 UTC 2026","passed","Fri Apr 10 06:29:43 UTC 2026","","Login functionality","Standard user can log in successfully",""
