"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2311","Checkout form requires a last name","","Tue May 26 08:27:49 UTC 2026","passed","Tue May 26 08:27:52 UTC 2026","","Checkout functionality","Checkout form requires a last name",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2667","User can open and close the burger menu","","Tue May 26 08:28:31 UTC 2026","passed","Tue May 26 08:28:34 UTC 2026","","Header navigation functionality","User can open and close the burger menu",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1101","Inventory page displays all six products","","Tue May 26 08:27:55 UTC 2026","passed","Tue May 26 08:27:56 UTC 2026","","Inventory page functionality","Inventory page displays all six products",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2020","Checkout form requires a postal code","","Tue May 26 08:27:52 UTC 2026","passed","Tue May 26 08:27:54 UTC 2026","","Checkout functionality","Checkout form requires a postal code",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1680","User can sort products by price high to low","","Tue May 26 08:28:03 UTC 2026","passed","Tue May 26 08:28:05 UTC 2026","","Inventory page functionality","User can sort products by price high to low",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1362","User can sort products by price low to high","","Tue May 26 08:28:02 UTC 2026","passed","Tue May 26 08:28:03 UTC 2026","","Inventory page functionality","User can sort products by price low to high",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1677","Checkout form requires a first name","","Tue May 26 08:27:48 UTC 2026","passed","Tue May 26 08:27:49 UTC 2026","","Checkout functionality","Checkout form requires a first name",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1238","Adding multiple products shows the correct cart badge count","","Tue May 26 08:28:06 UTC 2026","passed","Tue May 26 08:28:07 UTC 2026","","Inventory page functionality","Adding multiple products shows the correct cart badge count",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","5773","Cart page displays items that have been added from inventory","","Tue May 26 08:27:32 UTC 2026","passed","Tue May 26 08:27:37 UTC 2026","","Shopping cart functionality","Cart page displays items that have been added from inventory",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1592","User can navigate to a product detail page","","Tue May 26 08:28:09 UTC 2026","passed","Tue May 26 08:28:10 UTC 2026","","Inventory page functionality","User can navigate to a product detail page",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","6195","Performance glitch user can log in successfully","","Tue May 26 08:28:19 UTC 2026","passed","Tue May 26 08:28:25 UTC 2026","","Login functionality","Performance glitch user can log in successfully",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1938","Checkout overview displays the correct order summary","","Tue May 26 08:27:46 UTC 2026","passed","Tue May 26 08:27:48 UTC 2026","","Checkout functionality","Checkout overview displays the correct order summary",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1069","Standard user lands on inventory page after login","","Tue May 26 08:28:12 UTC 2026","passed","Tue May 26 08:28:14 UTC 2026","","Login functionality","Standard user lands on inventory page after login",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","2169","Products are sorted alphabetically A to Z by default","","Tue May 26 08:27:56 UTC 2026","passed","Tue May 26 08:27:59 UTC 2026","","Inventory page functionality","Products are sorted alphabetically A to Z by default",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1579","Locked out user cannot log in","","Tue May 26 08:28:14 UTC 2026","passed","Tue May 26 08:28:15 UTC 2026","","Login functionality","Locked out user cannot log in",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1419","Problem user can log in successfully","","Tue May 26 08:28:18 UTC 2026","passed","Tue May 26 08:28:19 UTC 2026","","Login functionality","Problem user can log in successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1746","User can log in after correcting invalid credentials","","Tue May 26 08:28:26 UTC 2026","passed","Tue May 26 08:28:28 UTC 2026","","Login functionality","User can log in after correcting invalid credentials",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1755","Cart icon in the header navigates to the cart page","","Tue May 26 08:28:36 UTC 2026","passed","Tue May 26 08:28:38 UTC 2026","","Header navigation functionality","Cart icon in the header navigates to the cart page",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1834","User can remove an item from the cart page","","Tue May 26 08:27:39 UTC 2026","passed","Tue May 26 08:27:41 UTC 2026","","Shopping cart functionality","User can remove an item from the cart page",""
