"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1850","User can sort products by name Z to A","","Mon Apr 06 22:17:25 UTC 2026","passed","Mon Apr 06 22:17:27 UTC 2026","","Inventory page functionality","User can sort products by name Z to A",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1527","Problem user can log in successfully","","Mon Apr 06 22:17:46 UTC 2026","passed","Mon Apr 06 22:17:48 UTC 2026","","Login functionality","Problem user can log in successfully",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1694","User can sort products by price low to high","","Mon Apr 06 22:17:27 UTC 2026","passed","Mon Apr 06 22:17:29 UTC 2026","","Inventory page functionality","User can sort products by price low to high",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1938","User can log in after correcting invalid credentials","","Mon Apr 06 22:17:56 UTC 2026","passed","Mon Apr 06 22:17:58 UTC 2026","","Login functionality","User can log in after correcting invalid credentials",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2284","Checkout form requires a postal code","","Mon Apr 06 22:17:18 UTC 2026","passed","Mon Apr 06 22:17:20 UTC 2026","","Checkout functionality","Checkout form requires a postal code",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","6809","Performance glitch user can log in successfully","","Mon Apr 06 22:17:48 UTC 2026","passed","Mon Apr 06 22:17:55 UTC 2026","","Login functionality","Performance glitch user can log in successfully",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1813","User can navigate to a product detail page","","Mon Apr 06 22:17:36 UTC 2026","passed","Mon Apr 06 22:17:38 UTC 2026","","Inventory page functionality","User can navigate to a product detail page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1626","Products are sorted alphabetically A to Z by default","","Mon Apr 06 22:17:24 UTC 2026","passed","Mon Apr 06 22:17:25 UTC 2026","","Inventory page functionality","Products are sorted alphabetically A to Z by default",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1914","Removing a product from the inventory page clears the cart badge","","Mon Apr 06 22:17:34 UTC 2026","passed","Mon Apr 06 22:17:36 UTC 2026","","Inventory page functionality","Removing a product from the inventory page clears the cart badge",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1700","User cannot log in with empty password","","Mon Apr 06 22:17:45 UTC 2026","passed","Mon Apr 06 22:17:46 UTC 2026","","Login functionality","User cannot log in with empty password",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2507","User can log out via the burger menu","","Mon Apr 06 22:17:58 UTC 2026","passed","Mon Apr 06 22:18:01 UTC 2026","","Header navigation functionality","User can log out via the burger menu",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1921","Continue shopping returns the user to the inventory page","","Mon Apr 06 22:17:05 UTC 2026","passed","Mon Apr 06 22:17:07 UTC 2026","","Shopping cart functionality","Continue shopping returns the user to the inventory page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1785","Adding a product to the cart updates the cart badge","","Mon Apr 06 22:17:31 UTC 2026","passed","Mon Apr 06 22:17:32 UTC 2026","","Inventory page functionality","Adding a product to the cart updates the cart badge",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2605","User can complete a full checkout and receive an order confirmation","","Mon Apr 06 22:17:09 UTC 2026","passed","Mon Apr 06 22:17:11 UTC 2026","","Checkout functionality","User can complete a full checkout and receive an order confirmation",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","2034","Cart page is empty when no items have been added","","Mon Apr 06 22:17:01 UTC 2026","passed","Mon Apr 06 22:17:03 UTC 2026","","Shopping cart functionality","Cart page is empty when no items have been added",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1543","Standard user can log in successfully","","Mon Apr 06 22:17:38 UTC 2026","passed","Mon Apr 06 22:17:40 UTC 2026","","Login functionality","Standard user can log in successfully",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2346","All Items link in the burger menu navigates to the inventory page","","Mon Apr 06 22:18:03 UTC 2026","passed","Mon Apr 06 22:18:05 UTC 2026","","Header navigation functionality","All Items link in the burger menu navigates to the inventory page",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2030","User can open and close the burger menu","","Mon Apr 06 22:18:01 UTC 2026","failed","Mon Apr 06 22:18:03 UTC 2026","","Header navigation functionality","User can open and close the burger menu",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2431","Checkout form requires a first name","","Mon Apr 06 22:17:14 UTC 2026","passed","Mon Apr 06 22:17:16 UTC 2026","","Checkout functionality","Checkout form requires a first name",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1824","Locked out user cannot log in","","Mon Apr 06 22:17:41 UTC 2026","passed","Mon Apr 06 22:17:43 UTC 2026","","Login functionality","Locked out user cannot log in",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1890","User can cancel checkout and return to the cart","","Mon Apr 06 22:17:20 UTC 2026","passed","Mon Apr 06 22:17:22 UTC 2026","","Checkout functionality","User can cancel checkout and return to the cart",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1473","Inventory page displays all six products","","Mon Apr 06 22:17:22 UTC 2026","passed","Mon Apr 06 22:17:24 UTC 2026","","Inventory page functionality","Inventory page displays all six products",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1358","User cannot log in with empty username","","Mon Apr 06 22:17:43 UTC 2026","passed","Mon Apr 06 22:17:45 UTC 2026","","Login functionality","User cannot log in with empty username",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1806","User can proceed to checkout from the cart","","Mon Apr 06 22:17:07 UTC 2026","passed","Mon Apr 06 22:17:09 UTC 2026","","Shopping cart functionality","User can proceed to checkout from the cart",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","7605","Cart page displays items that have been added from inventory","","Mon Apr 06 22:16:53 UTC 2026","passed","Mon Apr 06 22:17:01 UTC 2026","","Shopping cart functionality","Cart page displays items that have been added from inventory",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2180","Checkout form requires a last name","","Mon Apr 06 22:17:16 UTC 2026","passed","Mon Apr 06 22:17:18 UTC 2026","","Checkout functionality","Checkout form requires a last name",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1821","User can remove an item from the cart page","","Mon Apr 06 22:17:03 UTC 2026","passed","Mon Apr 06 22:17:05 UTC 2026","","Shopping cart functionality","User can remove an item from the cart page",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1819","Cart icon in the header navigates to the cart page","","Mon Apr 06 22:18:05 UTC 2026","passed","Mon Apr 06 22:18:07 UTC 2026","","Header navigation functionality","Cart icon in the header navigates to the cart page",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1580","Error message is displayed when both fields are empty","","Mon Apr 06 22:17:55 UTC 2026","passed","Mon Apr 06 22:17:56 UTC 2026","","Login functionality","Error message is displayed when both fields are empty",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1904","Adding multiple products shows the correct cart badge count","","Mon Apr 06 22:17:32 UTC 2026","passed","Mon Apr 06 22:17:34 UTC 2026","","Inventory page functionality","Adding multiple products shows the correct cart badge count",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1716","Application logo is displayed in the header on the inventory page","","Mon Apr 06 22:18:07 UTC 2026","passed","Mon Apr 06 22:18:09 UTC 2026","","Header navigation functionality","Application logo is displayed in the header on the inventory page",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1761","Standard user lands on inventory page after login","","Mon Apr 06 22:17:40 UTC 2026","passed","Mon Apr 06 22:17:41 UTC 2026","","Login functionality","Standard user lands on inventory page after login",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2218","Checkout overview displays the correct order summary","","Mon Apr 06 22:17:11 UTC 2026","passed","Mon Apr 06 22:17:14 UTC 2026","","Checkout functionality","Checkout overview displays the correct order summary",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1676","User can sort products by price high to low","","Mon Apr 06 22:17:29 UTC 2026","passed","Mon Apr 06 22:17:31 UTC 2026","","Inventory page functionality","User can sort products by price high to low",""
