"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1465","User can proceed to checkout from the cart","","2026-06-21","passed","2026-06-21","","Shopping cart functionality","User can proceed to checkout from the cart",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1652","Checkout form requires a last name","","2026-06-21","passed","2026-06-21","","Checkout functionality","Checkout form requires a last name",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1583","Checkout form requires a first name","","2026-06-21","passed","2026-06-21","","Checkout functionality","Checkout form requires a first name",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1876","Checkout overview displays the correct order summary","","2026-06-21","passed","2026-06-21","","Checkout functionality","Checkout overview displays the correct order summary",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1072","User cannot log in with empty password","","2026-06-21","passed","2026-06-21","","Login functionality","User cannot log in with empty password",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1992","All Items link in the burger menu navigates to the inventory page","","2026-06-21","passed","2026-06-21","","Header navigation functionality","All Items link in the burger menu navigates to the inventory page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1315","User can navigate to a product detail page","","2026-06-21","passed","2026-06-21","","Inventory page functionality","User can navigate to a product detail page",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1597","Cart page is empty when no items have been added","","2026-06-21","passed","2026-06-21","","Shopping cart functionality","Cart page is empty when no items have been added",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1219","Problem user can log in successfully","","2026-06-21","passed","2026-06-21","","Login functionality","Problem user can log in successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","6226","Performance glitch user can log in successfully","","2026-06-21","passed","2026-06-21","","Login functionality","Performance glitch user can log in successfully",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1733","Checkout form requires a postal code","","2026-06-21","passed","2026-06-21","","Checkout functionality","Checkout form requires a postal code",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1274","Adding a product to the cart updates the cart badge","","2026-06-21","passed","2026-06-21","","Inventory page functionality","Adding a product to the cart updates the cart badge",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1321","Removing a product from the inventory page clears the cart badge","","2026-06-21","passed","2026-06-21","","Inventory page functionality","Removing a product from the inventory page clears the cart badge",""
