"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1609","User can remove an item from the cart page","","Sat Apr 25 06:17:23 UTC 2026","passed","Sat Apr 25 06:17:25 UTC 2026","","Shopping cart functionality","User can remove an item from the cart page",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","6834","Cart page displays items that have been added from inventory","","Sat Apr 25 06:17:15 UTC 2026","passed","Sat Apr 25 06:17:22 UTC 2026","","Shopping cart functionality","Cart page displays items that have been added from inventory",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1697","Checkout form requires a last name","","Sat Apr 25 06:17:34 UTC 2026","passed","Sat Apr 25 06:17:35 UTC 2026","","Checkout functionality","Checkout form requires a last name",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1247","Standard user can log in successfully","","Sat Apr 25 06:17:51 UTC 2026","passed","Sat Apr 25 06:17:52 UTC 2026","","Login functionality","Standard user can log in successfully",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1793","Checkout form requires a postal code","","Sat Apr 25 06:17:35 UTC 2026","passed","Sat Apr 25 06:17:37 UTC 2026","","Checkout functionality","Checkout form requires a postal code",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1313","Cart icon in the header navigates to the cart page","","Sat Apr 25 06:18:13 UTC 2026","passed","Sat Apr 25 06:18:14 UTC 2026","","Header navigation functionality","Cart icon in the header navigates to the cart page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1491","Adding multiple products shows the correct cart badge count","","Sat Apr 25 06:17:47 UTC 2026","passed","Sat Apr 25 06:17:48 UTC 2026","","Inventory page functionality","Adding multiple products shows the correct cart badge count",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1380","Continue shopping returns the user to the inventory page","","Sat Apr 25 06:17:25 UTC 2026","passed","Sat Apr 25 06:17:26 UTC 2026","","Shopping cart functionality","Continue shopping returns the user to the inventory page",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","987","User cannot log in with empty username","","Sat Apr 25 06:17:55 UTC 2026","passed","Sat Apr 25 06:17:56 UTC 2026","","Login functionality","User cannot log in with empty username",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1229","Inventory page displays all six products","","Sat Apr 25 06:17:39 UTC 2026","passed","Sat Apr 25 06:17:40 UTC 2026","","Inventory page functionality","Inventory page displays all six products",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2072","User can complete a full checkout and receive an order confirmation","","Sat Apr 25 06:17:28 UTC 2026","passed","Sat Apr 25 06:17:30 UTC 2026","","Checkout functionality","User can complete a full checkout and receive an order confirmation",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1188","Application logo is displayed in the header on the inventory page","","Sat Apr 25 06:18:14 UTC 2026","passed","Sat Apr 25 06:18:16 UTC 2026","","Header navigation functionality","Application logo is displayed in the header on the inventory page",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2224","Checkout overview displays the correct order summary","","Sat Apr 25 06:17:30 UTC 2026","passed","Sat Apr 25 06:17:32 UTC 2026","","Checkout functionality","Checkout overview displays the correct order summary",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","960","Error message is displayed when both fields are empty","","Sat Apr 25 06:18:04 UTC 2026","passed","Sat Apr 25 06:18:05 UTC 2026","","Login functionality","Error message is displayed when both fields are empty",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1591","User can cancel checkout and return to the cart","","Sat Apr 25 06:17:37 UTC 2026","passed","Sat Apr 25 06:17:39 UTC 2026","","Checkout functionality","User can cancel checkout and return to the cart",""
