"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1465","User can log in after correcting invalid credentials","","Mon Apr 13 07:12:17 UTC 2026","passed","Mon Apr 13 07:12:18 UTC 2026","","Login functionality","User can log in after correcting invalid credentials",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1286","User can navigate to a product detail page","","Mon Apr 13 07:12:01 UTC 2026","passed","Mon Apr 13 07:12:03 UTC 2026","","Inventory page functionality","User can navigate to a product detail page",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1200","Standard user can log in successfully","","Mon Apr 13 07:12:03 UTC 2026","passed","Mon Apr 13 07:12:04 UTC 2026","","Login functionality","Standard user can log in successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1322","User cannot log in with empty password","","Mon Apr 13 07:12:07 UTC 2026","passed","Mon Apr 13 07:12:09 UTC 2026","","Login functionality","User cannot log in with empty password",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1706","User can remove an item from the cart page","","Mon Apr 13 07:11:35 UTC 2026","passed","Mon Apr 13 07:11:37 UTC 2026","","Shopping cart functionality","User can remove an item from the cart page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1294","Adding a product to the cart updates the cart badge","","Mon Apr 13 07:11:57 UTC 2026","passed","Mon Apr 13 07:11:58 UTC 2026","","Inventory page functionality","Adding a product to the cart updates the cart badge",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","958","User cannot log in with empty username","","Mon Apr 13 07:12:06 UTC 2026","passed","Mon Apr 13 07:12:07 UTC 2026","","Login functionality","User cannot log in with empty username",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","6703","Cart page displays items that have been added from inventory","","Mon Apr 13 07:11:26 UTC 2026","passed","Mon Apr 13 07:11:33 UTC 2026","","Shopping cart functionality","Cart page displays items that have been added from inventory",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1248","Standard user lands on inventory page after login","","Mon Apr 13 07:12:04 UTC 2026","passed","Mon Apr 13 07:12:05 UTC 2026","","Login functionality","Standard user lands on inventory page after login",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1218","Problem user can log in successfully","","Mon Apr 13 07:12:09 UTC 2026","passed","Mon Apr 13 07:12:10 UTC 2026","","Login functionality","Problem user can log in successfully",""
