"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1604","Continue shopping returns the user to the inventory page","","Sun Apr 26 06:56:49 UTC 2026","passed","Sun Apr 26 06:56:51 UTC 2026","","Shopping cart functionality","Continue shopping returns the user to the inventory page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1575","User can sort products by price low to high","","Sun Apr 26 06:57:11 UTC 2026","passed","Sun Apr 26 06:57:12 UTC 2026","","Inventory page functionality","User can sort products by price low to high",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2251","Checkout form requires a postal code","","Sun Apr 26 06:57:02 UTC 2026","passed","Sun Apr 26 06:57:04 UTC 2026","","Checkout functionality","Checkout form requires a postal code",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1955","User can cancel checkout and return to the cart","","Sun Apr 26 06:57:04 UTC 2026","passed","Sun Apr 26 06:57:06 UTC 2026","","Checkout functionality","User can cancel checkout and return to the cart",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1699","Adding multiple products shows the correct cart badge count","","Sun Apr 26 06:57:15 UTC 2026","passed","Sun Apr 26 06:57:17 UTC 2026","","Inventory page functionality","Adding multiple products shows the correct cart badge count",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1855","User can remove an item from the cart page","","Sun Apr 26 06:56:48 UTC 2026","passed","Sun Apr 26 06:56:49 UTC 2026","","Shopping cart functionality","User can remove an item from the cart page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1478","Products are sorted alphabetically A to Z by default","","Sun Apr 26 06:57:07 UTC 2026","passed","Sun Apr 26 06:57:09 UTC 2026","","Inventory page functionality","Products are sorted alphabetically A to Z by default",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2083","User can log out via the burger menu","","Sun Apr 26 06:57:38 UTC 2026","passed","Sun Apr 26 06:57:40 UTC 2026","","Header navigation functionality","User can log out via the burger menu",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1560","Cart icon in the header navigates to the cart page","","Sun Apr 26 06:57:45 UTC 2026","passed","Sun Apr 26 06:57:46 UTC 2026","","Header navigation functionality","Cart icon in the header navigates to the cart page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1551","User can sort products by price high to low","","Sun Apr 26 06:57:12 UTC 2026","passed","Sun Apr 26 06:57:14 UTC 2026","","Inventory page functionality","User can sort products by price high to low",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1421","Locked out user cannot log in","","Sun Apr 26 06:57:23 UTC 2026","passed","Sun Apr 26 06:57:25 UTC 2026","","Login functionality","Locked out user cannot log in",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","6461","Performance glitch user can log in successfully","","Sun Apr 26 06:57:28 UTC 2026","passed","Sun Apr 26 06:57:35 UTC 2026","","Login functionality","Performance glitch user can log in successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1456","Problem user can log in successfully","","Sun Apr 26 06:57:27 UTC 2026","passed","Sun Apr 26 06:57:28 UTC 2026","","Login functionality","Problem user can log in successfully",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2240","User can complete a full checkout and receive an order confirmation","","Sun Apr 26 06:56:53 UTC 2026","passed","Sun Apr 26 06:56:55 UTC 2026","","Checkout functionality","User can complete a full checkout and receive an order confirmation",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2164","Checkout overview displays the correct order summary","","Sun Apr 26 06:56:55 UTC 2026","passed","Sun Apr 26 06:56:57 UTC 2026","","Checkout functionality","Checkout overview displays the correct order summary",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1603","Removing a product from the inventory page clears the cart badge","","Sun Apr 26 06:57:17 UTC 2026","passed","Sun Apr 26 06:57:19 UTC 2026","","Inventory page functionality","Removing a product from the inventory page clears the cart badge",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1575","User can navigate to a product detail page","","Sun Apr 26 06:57:19 UTC 2026","passed","Sun Apr 26 06:57:20 UTC 2026","","Inventory page functionality","User can navigate to a product detail page",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1732","User can proceed to checkout from the cart","","Sun Apr 26 06:56:51 UTC 2026","passed","Sun Apr 26 06:56:53 UTC 2026","","Shopping cart functionality","User can proceed to checkout from the cart",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1747","User can log in after correcting invalid credentials","","Sun Apr 26 06:57:36 UTC 2026","passed","Sun Apr 26 06:57:38 UTC 2026","","Login functionality","User can log in after correcting invalid credentials",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1554","Inventory page displays all six products","","Sun Apr 26 06:57:06 UTC 2026","passed","Sun Apr 26 06:57:07 UTC 2026","","Inventory page functionality","Inventory page displays all six products",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1880","Checkout form requires a first name","","Sun Apr 26 06:56:57 UTC 2026","passed","Sun Apr 26 06:56:59 UTC 2026","","Checkout functionality","Checkout form requires a first name",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1185","User cannot log in with empty username","","Sun Apr 26 06:57:25 UTC 2026","passed","Sun Apr 26 06:57:26 UTC 2026","","Login functionality","User cannot log in with empty username",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1471","Standard user can log in successfully","","Sun Apr 26 06:57:20 UTC 2026","passed","Sun Apr 26 06:57:22 UTC 2026","","Login functionality","Standard user can log in successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1153","Error message is displayed when both fields are empty","","Sun Apr 26 06:57:35 UTC 2026","passed","Sun Apr 26 06:57:36 UTC 2026","","Login functionality","Error message is displayed when both fields are empty",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1575","User can sort products by name Z to A","","Sun Apr 26 06:57:09 UTC 2026","passed","Sun Apr 26 06:57:11 UTC 2026","","Inventory page functionality","User can sort products by name Z to A",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1411","Application logo is displayed in the header on the inventory page","","Sun Apr 26 06:57:46 UTC 2026","passed","Sun Apr 26 06:57:48 UTC 2026","","Header navigation functionality","Application logo is displayed in the header on the inventory page",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1495","Standard user lands on inventory page after login","","Sun Apr 26 06:57:22 UTC 2026","passed","Sun Apr 26 06:57:23 UTC 2026","","Login functionality","Standard user lands on inventory page after login",""
