"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1269","Locked out user cannot log in","","2026-07-18","passed","2026-07-18","","Login functionality","Locked out user cannot log in",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1188","User cannot log in with empty password","","2026-07-18","passed","2026-07-18","","Login functionality","User cannot log in with empty password",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1894","Checkout form requires a postal code","","2026-07-18","passed","2026-07-18","","Checkout functionality","Checkout form requires a postal code",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1729","Checkout form requires a first name","","2026-07-18","passed","2026-07-18","","Checkout functionality","Checkout form requires a first name",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1395","Cart icon in the header navigates to the cart page","","2026-07-18","passed","2026-07-18","","Header navigation functionality","Cart icon in the header navigates to the cart page",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1037","User cannot log in with empty username","","2026-07-18","passed","2026-07-18","","Login functionality","User cannot log in with empty username",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","2489","User can remove an item from the cart page","","2026-07-18","passed","2026-07-18","","Shopping cart functionality","User can remove an item from the cart page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1436","Adding a product to the cart updates the cart badge","","2026-07-18","passed","2026-07-18","","Inventory page functionality","Adding a product to the cart updates the cart badge",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2060","Checkout overview displays the correct order summary","","2026-07-18","passed","2026-07-18","","Checkout functionality","Checkout overview displays the correct order summary",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1352","Problem user can log in successfully","","2026-07-18","passed","2026-07-18","","Login functionality","Problem user can log in successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1638","User can log in after correcting invalid credentials","","2026-07-18","passed","2026-07-18","","Login functionality","User can log in after correcting invalid credentials",""
