"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1209","Inventory page displays all six products","","Tue May 19 08:22:21 UTC 2026","passed","Tue May 19 08:22:22 UTC 2026","","Inventory page functionality","Inventory page displays all six products",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1682","Checkout form requires a first name","","Tue May 19 08:22:14 UTC 2026","passed","Tue May 19 08:22:16 UTC 2026","","Checkout functionality","Checkout form requires a first name",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1260","Standard user lands on inventory page after login","","Tue May 19 08:22:34 UTC 2026","passed","Tue May 19 08:22:36 UTC 2026","","Login functionality","Standard user lands on inventory page after login",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1395","Removing a product from the inventory page clears the cart badge","","Tue May 19 08:22:30 UTC 2026","passed","Tue May 19 08:22:32 UTC 2026","","Inventory page functionality","Removing a product from the inventory page clears the cart badge",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1983","Checkout overview displays the correct order summary","","Tue May 19 08:22:12 UTC 2026","passed","Tue May 19 08:22:14 UTC 2026","","Checkout functionality","Checkout overview displays the correct order summary",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1281","Products are sorted alphabetically A to Z by default","","Tue May 19 08:22:22 UTC 2026","passed","Tue May 19 08:22:23 UTC 2026","","Inventory page functionality","Products are sorted alphabetically A to Z by default",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1350","Adding a product to the cart updates the cart badge","","Tue May 19 08:22:27 UTC 2026","passed","Tue May 19 08:22:29 UTC 2026","","Inventory page functionality","Adding a product to the cart updates the cart badge",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1536","Cart page is empty when no items have been added","","Tue May 19 08:22:03 UTC 2026","passed","Tue May 19 08:22:05 UTC 2026","","Shopping cart functionality","Cart page is empty when no items have been added",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1541","User can log in after correcting invalid credentials","","Tue May 19 08:22:47 UTC 2026","passed","Tue May 19 08:22:49 UTC 2026","","Login functionality","User can log in after correcting invalid credentials",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1339","User can sort products by price low to high","","Tue May 19 08:22:25 UTC 2026","passed","Tue May 19 08:22:26 UTC 2026","","Inventory page functionality","User can sort products by price low to high",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","12063","Cart page displays items that have been added from inventory","","Tue May 19 08:21:51 UTC 2026","passed","Tue May 19 08:22:03 UTC 2026","","Shopping cart functionality","Cart page displays items that have been added from inventory",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1353","User can sort products by price high to low","","Tue May 19 08:22:26 UTC 2026","passed","Tue May 19 08:22:27 UTC 2026","","Inventory page functionality","User can sort products by price high to low",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","961","User cannot log in with empty username","","Tue May 19 08:22:37 UTC 2026","passed","Tue May 19 08:22:38 UTC 2026","","Login functionality","User cannot log in with empty username",""
