"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1023","Error message is displayed when both fields are empty","","Thu Apr 30 07:25:54 UTC 2026","passed","Thu Apr 30 07:25:55 UTC 2026","","Login functionality","Error message is displayed when both fields are empty",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","6687","Cart page displays items that have been added from inventory","","Thu Apr 30 07:25:02 UTC 2026","passed","Thu Apr 30 07:25:09 UTC 2026","","Shopping cart functionality","Cart page displays items that have been added from inventory",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1988","Checkout overview displays the correct order summary","","Thu Apr 30 07:25:17 UTC 2026","passed","Thu Apr 30 07:25:19 UTC 2026","","Checkout functionality","Checkout overview displays the correct order summary",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1585","Cart page is empty when no items have been added","","Thu Apr 30 07:25:09 UTC 2026","passed","Thu Apr 30 07:25:10 UTC 2026","","Shopping cart functionality","Cart page is empty when no items have been added",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1847","User can cancel checkout and return to the cart","","Thu Apr 30 07:25:25 UTC 2026","passed","Thu Apr 30 07:25:27 UTC 2026","","Checkout functionality","User can cancel checkout and return to the cart",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1919","Checkout form requires a first name","","Thu Apr 30 07:25:19 UTC 2026","passed","Thu Apr 30 07:25:21 UTC 2026","","Checkout functionality","Checkout form requires a first name",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1577","User can log in after correcting invalid credentials","","Thu Apr 30 07:25:55 UTC 2026","passed","Thu Apr 30 07:25:57 UTC 2026","","Login functionality","User can log in after correcting invalid credentials",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1464","Removing a product from the inventory page clears the cart badge","","Thu Apr 30 07:25:37 UTC 2026","passed","Thu Apr 30 07:25:38 UTC 2026","","Inventory page functionality","Removing a product from the inventory page clears the cart badge",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1495","Standard user can log in successfully","","Thu Apr 30 07:25:40 UTC 2026","passed","Thu Apr 30 07:25:41 UTC 2026","","Login functionality","Standard user can log in successfully",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1411","Adding a product to the cart updates the cart badge","","Thu Apr 30 07:25:34 UTC 2026","passed","Thu Apr 30 07:25:35 UTC 2026","","Inventory page functionality","Adding a product to the cart updates the cart badge",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2071","Checkout form requires a postal code","","Thu Apr 30 07:25:23 UTC 2026","passed","Thu Apr 30 07:25:25 UTC 2026","","Checkout functionality","Checkout form requires a postal code",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1345","Standard user lands on inventory page after login","","Thu Apr 30 07:25:41 UTC 2026","passed","Thu Apr 30 07:25:43 UTC 2026","","Login functionality","Standard user lands on inventory page after login",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1065","User cannot log in with empty username","","Thu Apr 30 07:25:44 UTC 2026","passed","Thu Apr 30 07:25:45 UTC 2026","","Login functionality","User cannot log in with empty username",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1419","User can sort products by price low to high","","Thu Apr 30 07:25:31 UTC 2026","passed","Thu Apr 30 07:25:33 UTC 2026","","Inventory page functionality","User can sort products by price low to high",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2491","User can open and close the burger menu","","Thu Apr 30 07:25:59 UTC 2026","passed","Thu Apr 30 07:26:01 UTC 2026","","Header navigation functionality","User can open and close the burger menu",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1327","Products are sorted alphabetically A to Z by default","","Thu Apr 30 07:25:28 UTC 2026","passed","Thu Apr 30 07:25:30 UTC 2026","","Inventory page functionality","Products are sorted alphabetically A to Z by default",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2136","User can complete a full checkout and receive an order confirmation","","Thu Apr 30 07:25:15 UTC 2026","passed","Thu Apr 30 07:25:17 UTC 2026","","Checkout functionality","User can complete a full checkout and receive an order confirmation",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1495","Continue shopping returns the user to the inventory page","","Thu Apr 30 07:25:12 UTC 2026","passed","Thu Apr 30 07:25:14 UTC 2026","","Shopping cart functionality","Continue shopping returns the user to the inventory page",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1298","Locked out user cannot log in","","Thu Apr 30 07:25:43 UTC 2026","passed","Thu Apr 30 07:25:44 UTC 2026","","Login functionality","Locked out user cannot log in",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1320","Problem user can log in successfully","","Thu Apr 30 07:25:46 UTC 2026","passed","Thu Apr 30 07:25:48 UTC 2026","","Login functionality","Problem user can log in successfully",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2137","All Items link in the burger menu navigates to the inventory page","","Thu Apr 30 07:26:01 UTC 2026","passed","Thu Apr 30 07:26:03 UTC 2026","","Header navigation functionality","All Items link in the burger menu navigates to the inventory page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1557","Adding multiple products shows the correct cart badge count","","Thu Apr 30 07:25:35 UTC 2026","passed","Thu Apr 30 07:25:37 UTC 2026","","Inventory page functionality","Adding multiple products shows the correct cart badge count",""
