"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","6732","Cart page displays items that have been added from inventory","","Tue May 05 07:13:33 UTC 2026","passed","Tue May 05 07:13:39 UTC 2026","","Shopping cart functionality","Cart page displays items that have been added from inventory",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1367","User can navigate to a product detail page","","Tue May 05 07:14:07 UTC 2026","passed","Tue May 05 07:14:09 UTC 2026","","Inventory page functionality","User can navigate to a product detail page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1439","Removing a product from the inventory page clears the cart badge","","Tue May 05 07:14:06 UTC 2026","passed","Tue May 05 07:14:07 UTC 2026","","Inventory page functionality","Removing a product from the inventory page clears the cart badge",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1807","Checkout form requires a postal code","","Tue May 05 07:13:53 UTC 2026","passed","Tue May 05 07:13:55 UTC 2026","","Checkout functionality","Checkout form requires a postal code",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1367","Cart icon in the header navigates to the cart page","","Tue May 05 07:14:31 UTC 2026","passed","Tue May 05 07:14:32 UTC 2026","","Header navigation functionality","Cart icon in the header navigates to the cart page",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1393","Continue shopping returns the user to the inventory page","","Tue May 05 07:13:43 UTC 2026","passed","Tue May 05 07:13:44 UTC 2026","","Shopping cart functionality","Continue shopping returns the user to the inventory page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1261","Products are sorted alphabetically A to Z by default","","Tue May 05 07:13:58 UTC 2026","passed","Tue May 05 07:13:59 UTC 2026","","Inventory page functionality","Products are sorted alphabetically A to Z by default",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","6271","Performance glitch user can log in successfully","","Tue May 05 07:14:16 UTC 2026","passed","Tue May 05 07:14:22 UTC 2026","","Login functionality","Performance glitch user can log in successfully",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1612","Checkout form requires a first name","","Tue May 05 07:13:49 UTC 2026","passed","Tue May 05 07:13:51 UTC 2026","","Checkout functionality","Checkout form requires a first name",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1275","Standard user lands on inventory page after login","","Tue May 05 07:14:10 UTC 2026","passed","Tue May 05 07:14:11 UTC 2026","","Login functionality","Standard user lands on inventory page after login",""
