"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1677","Checkout form requires a last name","","Tue Apr 14 06:28:03 UTC 2026","passed","Tue Apr 14 06:28:05 UTC 2026","","Checkout functionality","Checkout form requires a last name",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1092","User cannot log in with empty password","","Tue Apr 14 06:28:25 UTC 2026","passed","Tue Apr 14 06:28:26 UTC 2026","","Login functionality","User cannot log in with empty password",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1386","Removing a product from the inventory page clears the cart badge","","Tue Apr 14 06:28:17 UTC 2026","passed","Tue Apr 14 06:28:19 UTC 2026","","Inventory page functionality","Removing a product from the inventory page clears the cart badge",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2409","User can open and close the burger menu","","Tue Apr 14 06:28:38 UTC 2026","passed","Tue Apr 14 06:28:41 UTC 2026","","Header navigation functionality","User can open and close the burger menu",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1331","Adding a product to the cart updates the cart badge","","Tue Apr 14 06:28:15 UTC 2026","passed","Tue Apr 14 06:28:16 UTC 2026","","Inventory page functionality","Adding a product to the cart updates the cart badge",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1225","Application logo is displayed in the header on the inventory page","","Tue Apr 14 06:28:44 UTC 2026","passed","Tue Apr 14 06:28:45 UTC 2026","","Header navigation functionality","Application logo is displayed in the header on the inventory page",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2040","User can log out via the burger menu","","Tue Apr 14 06:28:36 UTC 2026","passed","Tue Apr 14 06:28:38 UTC 2026","","Header navigation functionality","User can log out via the burger menu",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1585","User can cancel checkout and return to the cart","","Tue Apr 14 06:28:06 UTC 2026","passed","Tue Apr 14 06:28:08 UTC 2026","","Checkout functionality","User can cancel checkout and return to the cart",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","6289","Performance glitch user can log in successfully","","Tue Apr 14 06:28:27 UTC 2026","passed","Tue Apr 14 06:28:34 UTC 2026","","Login functionality","Performance glitch user can log in successfully",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1350","Cart icon in the header navigates to the cart page","","Tue Apr 14 06:28:43 UTC 2026","passed","Tue Apr 14 06:28:44 UTC 2026","","Header navigation functionality","Cart icon in the header navigates to the cart page",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1607","Checkout form requires a first name","","Tue Apr 14 06:28:01 UTC 2026","passed","Tue Apr 14 06:28:03 UTC 2026","","Checkout functionality","Checkout form requires a first name",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1275","Standard user can log in successfully","","Tue Apr 14 06:28:20 UTC 2026","passed","Tue Apr 14 06:28:21 UTC 2026","","Login functionality","Standard user can log in successfully",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1673","User can log in after correcting invalid credentials","","Tue Apr 14 06:28:35 UTC 2026","passed","Tue Apr 14 06:28:36 UTC 2026","","Login functionality","User can log in after correcting invalid credentials",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1242","Locked out user cannot log in","","Tue Apr 14 06:28:23 UTC 2026","passed","Tue Apr 14 06:28:24 UTC 2026","","Login functionality","Locked out user cannot log in",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1292","Problem user can log in successfully","","Tue Apr 14 06:28:26 UTC 2026","passed","Tue Apr 14 06:28:27 UTC 2026","","Login functionality","Problem user can log in successfully",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1995","User can complete a full checkout and receive an order confirmation","","Tue Apr 14 06:27:57 UTC 2026","passed","Tue Apr 14 06:27:59 UTC 2026","","Checkout functionality","User can complete a full checkout and receive an order confirmation",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1514","Adding multiple products shows the correct cart badge count","","Tue Apr 14 06:28:16 UTC 2026","passed","Tue Apr 14 06:28:17 UTC 2026","","Inventory page functionality","Adding multiple products shows the correct cart badge count",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1879","Checkout overview displays the correct order summary","","Tue Apr 14 06:27:59 UTC 2026","passed","Tue Apr 14 06:28:01 UTC 2026","","Checkout functionality","Checkout overview displays the correct order summary",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1809","Checkout form requires a postal code","","Tue Apr 14 06:28:05 UTC 2026","passed","Tue Apr 14 06:28:06 UTC 2026","","Checkout functionality","Checkout form requires a postal code",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1576","Cart page is empty when no items have been added","","Tue Apr 14 06:27:51 UTC 2026","passed","Tue Apr 14 06:27:52 UTC 2026","","Shopping cart functionality","Cart page is empty when no items have been added",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1221","Products are sorted alphabetically A to Z by default","","Tue Apr 14 06:28:09 UTC 2026","passed","Tue Apr 14 06:28:10 UTC 2026","","Inventory page functionality","Products are sorted alphabetically A to Z by default",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1015","User cannot log in with empty username","","Tue Apr 14 06:28:24 UTC 2026","passed","Tue Apr 14 06:28:25 UTC 2026","","Login functionality","User cannot log in with empty username",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1305","User can navigate to a product detail page","","Tue Apr 14 06:28:19 UTC 2026","passed","Tue Apr 14 06:28:20 UTC 2026","","Inventory page functionality","User can navigate to a product detail page",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1422","Continue shopping returns the user to the inventory page","","Tue Apr 14 06:27:54 UTC 2026","passed","Tue Apr 14 06:27:55 UTC 2026","","Shopping cart functionality","Continue shopping returns the user to the inventory page",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2038","All Items link in the burger menu navigates to the inventory page","","Tue Apr 14 06:28:41 UTC 2026","passed","Tue Apr 14 06:28:43 UTC 2026","","Header navigation functionality","All Items link in the burger menu navigates to the inventory page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1222","Inventory page displays all six products","","Tue Apr 14 06:28:08 UTC 2026","passed","Tue Apr 14 06:28:09 UTC 2026","","Inventory page functionality","Inventory page displays all six products",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1334","User can sort products by price high to low","","Tue Apr 14 06:28:13 UTC 2026","passed","Tue Apr 14 06:28:14 UTC 2026","","Inventory page functionality","User can sort products by price high to low",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1313","Standard user lands on inventory page after login","","Tue Apr 14 06:28:21 UTC 2026","passed","Tue Apr 14 06:28:23 UTC 2026","","Login functionality","Standard user lands on inventory page after login",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1369","User can sort products by name Z to A","","Tue Apr 14 06:28:10 UTC 2026","passed","Tue Apr 14 06:28:12 UTC 2026","","Inventory page functionality","User can sort products by name Z to A",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1352","User can sort products by price low to high","","Tue Apr 14 06:28:12 UTC 2026","passed","Tue Apr 14 06:28:13 UTC 2026","","Inventory page functionality","User can sort products by price low to high",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1967","User can proceed to checkout from the cart","","Tue Apr 14 06:27:55 UTC 2026","passed","Tue Apr 14 06:27:57 UTC 2026","","Shopping cart functionality","User can proceed to checkout from the cart",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1590","User can remove an item from the cart page","","Tue Apr 14 06:27:52 UTC 2026","passed","Tue Apr 14 06:27:54 UTC 2026","","Shopping cart functionality","User can remove an item from the cart page",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","9622","Cart page displays items that have been added from inventory","","Tue Apr 14 06:27:41 UTC 2026","passed","Tue Apr 14 06:27:51 UTC 2026","","Shopping cart functionality","Cart page displays items that have been added from inventory",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1038","Error message is displayed when both fields are empty","","Tue Apr 14 06:28:34 UTC 2026","passed","Tue Apr 14 06:28:35 UTC 2026","","Login functionality","Error message is displayed when both fields are empty",""
