"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2610","User can open and close the burger menu","","2026-08-17","passed","2026-08-17","","Header navigation functionality","User can open and close the burger menu",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1835","User can remove an item from the cart page","","2026-08-17","passed","2026-08-17","","Shopping cart functionality","User can remove an item from the cart page",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1404","Locked out user cannot log in","","2026-08-17","passed","2026-08-17","","Login functionality","Locked out user cannot log in",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1648","Continue shopping returns the user to the inventory page","","2026-08-17","passed","2026-08-17","","Shopping cart functionality","Continue shopping returns the user to the inventory page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1422","Inventory page displays all six products","","2026-08-17","passed","2026-08-17","","Inventory page functionality","Inventory page displays all six products",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1962","Checkout form requires a postal code","","2026-08-17","passed","2026-08-17","","Checkout functionality","Checkout form requires a postal code",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2038","User can log out via the burger menu","","2026-08-17","passed","2026-08-17","","Header navigation functionality","User can log out via the burger menu",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","10900","Cart page displays items that have been added from inventory","","2026-08-17","passed","2026-08-17","","Shopping cart functionality","Cart page displays items that have been added from inventory",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1346","User cannot log in with empty password","","2026-08-17","passed","2026-08-17","","Login functionality","User cannot log in with empty password",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1459","Products are sorted alphabetically A to Z by default","","2026-08-17","passed","2026-08-17","","Inventory page functionality","Products are sorted alphabetically A to Z by default",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1550","User can navigate to a product detail page","","2026-08-17","passed","2026-08-17","","Inventory page functionality","User can navigate to a product detail page",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2204","All Items link in the burger menu navigates to the inventory page","","2026-08-17","passed","2026-08-17","","Header navigation functionality","All Items link in the burger menu navigates to the inventory page",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2114","Checkout overview displays the correct order summary","","2026-08-17","passed","2026-08-17","","Checkout functionality","Checkout overview displays the correct order summary",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1553","User can sort products by price high to low","","2026-08-17","passed","2026-08-17","","Inventory page functionality","User can sort products by price high to low",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1843","User can cancel checkout and return to the cart","","2026-08-17","passed","2026-08-17","","Checkout functionality","User can cancel checkout and return to the cart",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1534","User can sort products by price low to high","","2026-08-17","passed","2026-08-17","","Inventory page functionality","User can sort products by price low to high",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1672","User can log in after correcting invalid credentials","","2026-08-17","passed","2026-08-17","","Login functionality","User can log in after correcting invalid credentials",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1486","Cart icon in the header navigates to the cart page","","2026-08-17","passed","2026-08-17","","Header navigation functionality","Cart icon in the header navigates to the cart page",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1635","User can proceed to checkout from the cart","","2026-08-17","passed","2026-08-17","","Shopping cart functionality","User can proceed to checkout from the cart",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1222","User cannot log in with empty username","","2026-08-17","passed","2026-08-17","","Login functionality","User cannot log in with empty username",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2215","User can complete a full checkout and receive an order confirmation","","2026-08-17","passed","2026-08-17","","Checkout functionality","User can complete a full checkout and receive an order confirmation",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1218","Error message is displayed when both fields are empty","","2026-08-17","passed","2026-08-17","","Login functionality","Error message is displayed when both fields are empty",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1789","Checkout form requires a first name","","2026-08-17","passed","2026-08-17","","Checkout functionality","Checkout form requires a first name",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1447","Application logo is displayed in the header on the inventory page","","2026-08-17","passed","2026-08-17","","Header navigation functionality","Application logo is displayed in the header on the inventory page",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","6578","Performance glitch user can log in successfully","","2026-08-17","passed","2026-08-17","","Login functionality","Performance glitch user can log in successfully",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1927","Checkout form requires a last name","","2026-08-17","passed","2026-08-17","","Checkout functionality","Checkout form requires a last name",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1463","Standard user can log in successfully","","2026-08-17","passed","2026-08-17","","Login functionality","Standard user can log in successfully",""
