"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1362","User can sort products by price high to low","","Wed Apr 29 07:18:04 UTC 2026","passed","Wed Apr 29 07:18:06 UTC 2026","","Inventory page functionality","User can sort products by price high to low",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1367","User can navigate to a product detail page","","Wed Apr 29 07:18:10 UTC 2026","passed","Wed Apr 29 07:18:11 UTC 2026","","Inventory page functionality","User can navigate to a product detail page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1384","User can sort products by price low to high","","Wed Apr 29 07:18:03 UTC 2026","passed","Wed Apr 29 07:18:04 UTC 2026","","Inventory page functionality","User can sort products by price low to high",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1265","Standard user lands on inventory page after login","","Wed Apr 29 07:18:13 UTC 2026","passed","Wed Apr 29 07:18:14 UTC 2026","","Login functionality","Standard user lands on inventory page after login",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2055","All Items link in the burger menu navigates to the inventory page","","Wed Apr 29 07:18:32 UTC 2026","passed","Wed Apr 29 07:18:34 UTC 2026","","Header navigation functionality","All Items link in the burger menu navigates to the inventory page",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","6280","Performance glitch user can log in successfully","","Wed Apr 29 07:18:19 UTC 2026","passed","Wed Apr 29 07:18:25 UTC 2026","","Login functionality","Performance glitch user can log in successfully",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1743","Checkout form requires a last name","","Wed Apr 29 07:17:54 UTC 2026","passed","Wed Apr 29 07:17:56 UTC 2026","","Checkout functionality","Checkout form requires a last name",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1607","User can cancel checkout and return to the cart","","Wed Apr 29 07:17:58 UTC 2026","passed","Wed Apr 29 07:17:59 UTC 2026","","Checkout functionality","User can cancel checkout and return to the cart",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1127","User cannot log in with empty password","","Wed Apr 29 07:18:16 UTC 2026","passed","Wed Apr 29 07:18:17 UTC 2026","","Login functionality","User cannot log in with empty password",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2053","User can complete a full checkout and receive an order confirmation","","Wed Apr 29 07:17:48 UTC 2026","passed","Wed Apr 29 07:17:50 UTC 2026","","Checkout functionality","User can complete a full checkout and receive an order confirmation",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1919","Checkout overview displays the correct order summary","","Wed Apr 29 07:17:50 UTC 2026","passed","Wed Apr 29 07:17:52 UTC 2026","","Checkout functionality","Checkout overview displays the correct order summary",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1725","User can log in after correcting invalid credentials","","Wed Apr 29 07:18:26 UTC 2026","passed","Wed Apr 29 07:18:28 UTC 2026","","Login functionality","User can log in after correcting invalid credentials",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","7462","Cart page displays items that have been added from inventory","","Wed Apr 29 07:17:34 UTC 2026","passed","Wed Apr 29 07:17:42 UTC 2026","","Shopping cart functionality","Cart page displays items that have been added from inventory",""
