"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1296","User cannot log in with empty username","","Thu May 21 08:28:55 UTC 2026","passed","Thu May 21 08:28:56 UTC 2026","","Login functionality","User cannot log in with empty username",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1655","User can sort products by price high to low","","Thu May 21 08:28:42 UTC 2026","passed","Thu May 21 08:28:43 UTC 2026","","Inventory page functionality","User can sort products by price high to low",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1653","User can sort products by name Z to A","","Thu May 21 08:28:38 UTC 2026","passed","Thu May 21 08:28:40 UTC 2026","","Inventory page functionality","User can sort products by name Z to A",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1518","Locked out user cannot log in","","Thu May 21 08:28:53 UTC 2026","passed","Thu May 21 08:28:55 UTC 2026","","Login functionality","Locked out user cannot log in",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1527","Inventory page displays all six products","","Thu May 21 08:28:35 UTC 2026","passed","Thu May 21 08:28:37 UTC 2026","","Inventory page functionality","Inventory page displays all six products",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1263","Error message is displayed when both fields are empty","","Thu May 21 08:29:06 UTC 2026","passed","Thu May 21 08:29:07 UTC 2026","","Login functionality","Error message is displayed when both fields are empty",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1498","Application logo is displayed in the header on the inventory page","","Thu May 21 08:29:18 UTC 2026","passed","Thu May 21 08:29:19 UTC 2026","","Header navigation functionality","Application logo is displayed in the header on the inventory page",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","10136","Cart page displays items that have been added from inventory","","Thu May 21 08:28:04 UTC 2026","passed","Thu May 21 08:28:14 UTC 2026","","Shopping cart functionality","Cart page displays items that have been added from inventory",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2228","Checkout overview displays the correct order summary","","Thu May 21 08:28:25 UTC 2026","passed","Thu May 21 08:28:27 UTC 2026","","Checkout functionality","Checkout overview displays the correct order summary",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1714","Continue shopping returns the user to the inventory page","","Thu May 21 08:28:18 UTC 2026","passed","Thu May 21 08:28:20 UTC 2026","","Shopping cart functionality","Continue shopping returns the user to the inventory page",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2355","All Items link in the burger menu navigates to the inventory page","","Thu May 21 08:29:14 UTC 2026","passed","Thu May 21 08:29:16 UTC 2026","","Header navigation functionality","All Items link in the burger menu navigates to the inventory page",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2408","User can complete a full checkout and receive an order confirmation","","Thu May 21 08:28:23 UTC 2026","passed","Thu May 21 08:28:25 UTC 2026","","Checkout functionality","User can complete a full checkout and receive an order confirmation",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1625","Cart icon in the header navigates to the cart page","","Thu May 21 08:29:16 UTC 2026","passed","Thu May 21 08:29:18 UTC 2026","","Header navigation functionality","Cart icon in the header navigates to the cart page",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1901","User can cancel checkout and return to the cart","","Thu May 21 08:28:33 UTC 2026","passed","Thu May 21 08:28:35 UTC 2026","","Checkout functionality","User can cancel checkout and return to the cart",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1576","Standard user lands on inventory page after login","","Thu May 21 08:28:52 UTC 2026","passed","Thu May 21 08:28:53 UTC 2026","","Login functionality","Standard user lands on inventory page after login",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1909","User can remove an item from the cart page","","Thu May 21 08:28:16 UTC 2026","passed","Thu May 21 08:28:18 UTC 2026","","Shopping cart functionality","User can remove an item from the cart page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1691","Removing a product from the inventory page clears the cart badge","","Thu May 21 08:28:47 UTC 2026","passed","Thu May 21 08:28:48 UTC 2026","","Inventory page functionality","Removing a product from the inventory page clears the cart badge",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","2510","User can proceed to checkout from the cart","","Thu May 21 08:28:20 UTC 2026","passed","Thu May 21 08:28:23 UTC 2026","","Shopping cart functionality","User can proceed to checkout from the cart",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1547","Products are sorted alphabetically A to Z by default","","Thu May 21 08:28:37 UTC 2026","passed","Thu May 21 08:28:38 UTC 2026","","Inventory page functionality","Products are sorted alphabetically A to Z by default",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1572","Standard user can log in successfully","","Thu May 21 08:28:50 UTC 2026","passed","Thu May 21 08:28:52 UTC 2026","","Login functionality","Standard user can log in successfully",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1666","User can sort products by price low to high","","Thu May 21 08:28:40 UTC 2026","passed","Thu May 21 08:28:42 UTC 2026","","Inventory page functionality","User can sort products by price low to high",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","6539","Performance glitch user can log in successfully","","Thu May 21 08:28:59 UTC 2026","passed","Thu May 21 08:29:06 UTC 2026","","Login functionality","Performance glitch user can log in successfully",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2002","Checkout form requires a last name","","Thu May 21 08:28:29 UTC 2026","passed","Thu May 21 08:28:31 UTC 2026","","Checkout functionality","Checkout form requires a last name",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1654","Adding a product to the cart updates the cart badge","","Thu May 21 08:28:43 UTC 2026","passed","Thu May 21 08:28:45 UTC 2026","","Inventory page functionality","Adding a product to the cart updates the cart badge",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1673","User can navigate to a product detail page","","Thu May 21 08:28:48 UTC 2026","passed","Thu May 21 08:28:50 UTC 2026","","Inventory page functionality","User can navigate to a product detail page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1790","Adding multiple products shows the correct cart badge count","","Thu May 21 08:28:45 UTC 2026","passed","Thu May 21 08:28:47 UTC 2026","","Inventory page functionality","Adding multiple products shows the correct cart badge count",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2196","User can log out via the burger menu","","Thu May 21 08:29:09 UTC 2026","passed","Thu May 21 08:29:11 UTC 2026","","Header navigation functionality","User can log out via the burger menu",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1535","Problem user can log in successfully","","Thu May 21 08:28:58 UTC 2026","passed","Thu May 21 08:28:59 UTC 2026","","Login functionality","Problem user can log in successfully",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1954","Checkout form requires a first name","","Thu May 21 08:28:27 UTC 2026","passed","Thu May 21 08:28:29 UTC 2026","","Checkout functionality","Checkout form requires a first name",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1405","User cannot log in with empty password","","Thu May 21 08:28:56 UTC 2026","passed","Thu May 21 08:28:58 UTC 2026","","Login functionality","User cannot log in with empty password",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2700","User can open and close the burger menu","","Thu May 21 08:29:11 UTC 2026","passed","Thu May 21 08:29:14 UTC 2026","","Header navigation functionality","User can open and close the burger menu",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1866","Cart page is empty when no items have been added","","Thu May 21 08:28:15 UTC 2026","passed","Thu May 21 08:28:16 UTC 2026","","Shopping cart functionality","Cart page is empty when no items have been added",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1830","User can log in after correcting invalid credentials","","Thu May 21 08:29:07 UTC 2026","passed","Thu May 21 08:29:09 UTC 2026","","Login functionality","User can log in after correcting invalid credentials",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2117","Checkout form requires a postal code","","Thu May 21 08:28:31 UTC 2026","passed","Thu May 21 08:28:33 UTC 2026","","Checkout functionality","Checkout form requires a postal code",""
