"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2276","All Items link in the burger menu navigates to the inventory page","","2026-09-13","passed","2026-09-13","","Header navigation functionality","All Items link in the burger menu navigates to the inventory page",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1787","User can proceed to checkout from the cart","","2026-09-13","passed","2026-09-13","","Shopping cart functionality","User can proceed to checkout from the cart",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1750","User can log in after correcting invalid credentials","","2026-09-13","passed","2026-09-13","","Login functionality","User can log in after correcting invalid credentials",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","6547","Performance glitch user can log in successfully","","2026-09-13","passed","2026-09-13","","Login functionality","Performance glitch user can log in successfully",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1997","User can remove an item from the cart page","","2026-09-13","passed","2026-09-13","","Shopping cart functionality","User can remove an item from the cart page",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1978","Continue shopping returns the user to the inventory page","","2026-09-13","passed","2026-09-13","","Shopping cart functionality","Continue shopping returns the user to the inventory page",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2128","User can log out via the burger menu","","2026-09-13","passed","2026-09-13","","Header navigation functionality","User can log out via the burger menu",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2235","User can complete a full checkout and receive an order confirmation","","2026-09-13","passed","2026-09-13","","Checkout functionality","User can complete a full checkout and receive an order confirmation",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1472","Application logo is displayed in the header on the inventory page","","2026-09-13","passed","2026-09-13","","Header navigation functionality","Application logo is displayed in the header on the inventory page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1571","Products are sorted alphabetically A to Z by default","","2026-09-13","passed","2026-09-13","","Inventory page functionality","Products are sorted alphabetically A to Z by default",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1506","Locked out user cannot log in","","2026-09-13","passed","2026-09-13","","Login functionality","Locked out user cannot log in",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1825","User can cancel checkout and return to the cart","","2026-09-13","passed","2026-09-13","","Checkout functionality","User can cancel checkout and return to the cart",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1912","Checkout form requires a first name","","2026-09-13","passed","2026-09-13","","Checkout functionality","Checkout form requires a first name",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1644","User can sort products by price high to low","","2026-09-13","passed","2026-09-13","","Inventory page functionality","User can sort products by price high to low",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1671","User can sort products by price low to high","","2026-09-13","passed","2026-09-13","","Inventory page functionality","User can sort products by price low to high",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1231","Error message is displayed when both fields are empty","","2026-09-13","passed","2026-09-13","","Login functionality","Error message is displayed when both fields are empty",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1704","Adding a product to the cart updates the cart badge","","2026-09-13","passed","2026-09-13","","Inventory page functionality","Adding a product to the cart updates the cart badge",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1634","Standard user lands on inventory page after login","","2026-09-13","passed","2026-09-13","","Login functionality","Standard user lands on inventory page after login",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1612","Cart icon in the header navigates to the cart page","","2026-09-13","passed","2026-09-13","","Header navigation functionality","Cart icon in the header navigates to the cart page",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2721","User can open and close the burger menu","","2026-09-13","passed","2026-09-13","","Header navigation functionality","User can open and close the burger menu",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1471","Inventory page displays all six products","","2026-09-13","passed","2026-09-13","","Inventory page functionality","Inventory page displays all six products",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1689","User can navigate to a product detail page","","2026-09-13","passed","2026-09-13","","Inventory page functionality","User can navigate to a product detail page",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1591","Problem user can log in successfully","","2026-09-13","passed","2026-09-13","","Login functionality","Problem user can log in successfully",""
