"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1267","Problem user can log in successfully","","Thu May 07 07:39:13 UTC 2026","passed","Thu May 07 07:39:14 UTC 2026","","Login functionality","Problem user can log in successfully",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1251","Products are sorted alphabetically A to Z by default","","Thu May 07 07:38:56 UTC 2026","passed","Thu May 07 07:38:57 UTC 2026","","Inventory page functionality","Products are sorted alphabetically A to Z by default",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1312","User can navigate to a product detail page","","Thu May 07 07:39:06 UTC 2026","passed","Thu May 07 07:39:07 UTC 2026","","Inventory page functionality","User can navigate to a product detail page",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2014","User can complete a full checkout and receive an order confirmation","","Thu May 07 07:38:44 UTC 2026","passed","Thu May 07 07:38:46 UTC 2026","","Checkout functionality","User can complete a full checkout and receive an order confirmation",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1965","Checkout overview displays the correct order summary","","Thu May 07 07:38:46 UTC 2026","passed","Thu May 07 07:38:48 UTC 2026","","Checkout functionality","Checkout overview displays the correct order summary",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","3588","Cart page displays items that have been added from inventory","","Thu May 07 07:38:34 UTC 2026","passed","Thu May 07 07:38:37 UTC 2026","","Shopping cart functionality","Cart page displays items that have been added from inventory",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","928","Error message is displayed when both fields are empty","","Thu May 07 07:39:20 UTC 2026","passed","Thu May 07 07:39:21 UTC 2026","","Login functionality","Error message is displayed when both fields are empty",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","6235","Performance glitch user can log in successfully","","Thu May 07 07:39:14 UTC 2026","passed","Thu May 07 07:39:20 UTC 2026","","Login functionality","Performance glitch user can log in successfully",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1560","User can remove an item from the cart page","","Thu May 07 07:38:39 UTC 2026","passed","Thu May 07 07:38:41 UTC 2026","","Shopping cart functionality","User can remove an item from the cart page",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1332","Standard user lands on inventory page after login","","Thu May 07 07:39:08 UTC 2026","passed","Thu May 07 07:39:10 UTC 2026","","Login functionality","Standard user lands on inventory page after login",""
