"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1220","Products are sorted alphabetically A to Z by default","","Sun May 03 07:14:41 UTC 2026","passed","Sun May 03 07:14:43 UTC 2026","","Inventory page functionality","Products are sorted alphabetically A to Z by default",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1495","User can cancel checkout and return to the cart","","Sun May 03 07:14:39 UTC 2026","passed","Sun May 03 07:14:40 UTC 2026","","Checkout functionality","User can cancel checkout and return to the cart",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1249","Standard user can log in successfully","","Sun May 03 07:14:52 UTC 2026","passed","Sun May 03 07:14:53 UTC 2026","","Login functionality","Standard user can log in successfully",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2340","User can open and close the burger menu","","Sun May 03 07:15:10 UTC 2026","passed","Sun May 03 07:15:12 UTC 2026","","Header navigation functionality","User can open and close the burger menu",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1302","User can sort products by price low to high","","Sun May 03 07:14:44 UTC 2026","passed","Sun May 03 07:14:45 UTC 2026","","Inventory page functionality","User can sort products by price low to high",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1319","User can navigate to a product detail page","","Sun May 03 07:14:51 UTC 2026","passed","Sun May 03 07:14:52 UTC 2026","","Inventory page functionality","User can navigate to a product detail page",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1207","Standard user lands on inventory page after login","","Sun May 03 07:14:53 UTC 2026","passed","Sun May 03 07:14:54 UTC 2026","","Login functionality","Standard user lands on inventory page after login",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1288","User can sort products by name Z to A","","Sun May 03 07:14:43 UTC 2026","passed","Sun May 03 07:14:44 UTC 2026","","Inventory page functionality","User can sort products by name Z to A",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1741","Checkout form requires a postal code","","Sun May 03 07:14:37 UTC 2026","passed","Sun May 03 07:14:39 UTC 2026","","Checkout functionality","Checkout form requires a postal code",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1410","Adding multiple products shows the correct cart badge count","","Sun May 03 07:14:48 UTC 2026","passed","Sun May 03 07:14:49 UTC 2026","","Inventory page functionality","Adding multiple products shows the correct cart badge count",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1623","Checkout form requires a last name","","Sun May 03 07:14:35 UTC 2026","passed","Sun May 03 07:14:37 UTC 2026","","Checkout functionality","Checkout form requires a last name",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1538","Checkout form requires a first name","","Sun May 03 07:14:34 UTC 2026","passed","Sun May 03 07:14:35 UTC 2026","","Checkout functionality","Checkout form requires a first name",""
