"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1169","Inventory page displays all six products","","Fri May 01 07:23:26 UTC 2026","passed","Fri May 01 07:23:27 UTC 2026","","Inventory page functionality","Inventory page displays all six products",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1551","User can cancel checkout and return to the cart","","Fri May 01 07:23:25 UTC 2026","passed","Fri May 01 07:23:26 UTC 2026","","Checkout functionality","User can cancel checkout and return to the cart",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1367","Adding a product to the cart updates the cart badge","","Fri May 01 07:23:33 UTC 2026","passed","Fri May 01 07:23:34 UTC 2026","","Inventory page functionality","Adding a product to the cart updates the cart badge",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1550","User can log in after correcting invalid credentials","","Fri May 01 07:23:53 UTC 2026","passed","Fri May 01 07:23:54 UTC 2026","","Login functionality","User can log in after correcting invalid credentials",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1329","Application logo is displayed in the header on the inventory page","","Fri May 01 07:24:03 UTC 2026","passed","Fri May 01 07:24:04 UTC 2026","","Header navigation functionality","Application logo is displayed in the header on the inventory page",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1475","User can proceed to checkout from the cart","","Fri May 01 07:23:14 UTC 2026","passed","Fri May 01 07:23:15 UTC 2026","","Shopping cart functionality","User can proceed to checkout from the cart",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1346","User can navigate to a product detail page","","Fri May 01 07:23:37 UTC 2026","passed","Fri May 01 07:23:38 UTC 2026","","Inventory page functionality","User can navigate to a product detail page",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1261","Products are sorted alphabetically A to Z by default","","Fri May 01 07:23:27 UTC 2026","passed","Fri May 01 07:23:29 UTC 2026","","Inventory page functionality","Products are sorted alphabetically A to Z by default",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1448","Adding multiple products shows the correct cart badge count","","Fri May 01 07:23:34 UTC 2026","passed","Fri May 01 07:23:36 UTC 2026","","Inventory page functionality","Adding multiple products shows the correct cart badge count",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2072","User can complete a full checkout and receive an order confirmation","","Fri May 01 07:23:15 UTC 2026","passed","Fri May 01 07:23:17 UTC 2026","","Checkout functionality","User can complete a full checkout and receive an order confirmation",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1464","Cart icon in the header navigates to the cart page","","Fri May 01 07:24:01 UTC 2026","passed","Fri May 01 07:24:03 UTC 2026","","Header navigation functionality","Cart icon in the header navigates to the cart page",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2268","All Items link in the burger menu navigates to the inventory page","","Fri May 01 07:23:59 UTC 2026","passed","Fri May 01 07:24:01 UTC 2026","","Header navigation functionality","All Items link in the burger menu navigates to the inventory page",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1247","Locked out user cannot log in","","Fri May 01 07:23:41 UTC 2026","passed","Fri May 01 07:23:42 UTC 2026","","Login functionality","Locked out user cannot log in",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","962","Error message is displayed when both fields are empty","","Fri May 01 07:23:52 UTC 2026","passed","Fri May 01 07:23:53 UTC 2026","","Login functionality","Error message is displayed when both fields are empty",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1108","User cannot log in with empty password","","Fri May 01 07:23:43 UTC 2026","passed","Fri May 01 07:23:44 UTC 2026","","Login functionality","User cannot log in with empty password",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1409","Continue shopping returns the user to the inventory page","","Fri May 01 07:23:12 UTC 2026","passed","Fri May 01 07:23:14 UTC 2026","","Shopping cart functionality","Continue shopping returns the user to the inventory page",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","1917","User can log out via the burger menu","","Fri May 01 07:23:54 UTC 2026","passed","Fri May 01 07:23:56 UTC 2026","","Header navigation functionality","User can log out via the burger menu",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","6406","Cart page displays items that have been added from inventory","","Fri May 01 07:23:03 UTC 2026","passed","Fri May 01 07:23:09 UTC 2026","","Shopping cart functionality","Cart page displays items that have been added from inventory",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1325","Problem user can log in successfully","","Fri May 01 07:23:44 UTC 2026","passed","Fri May 01 07:23:46 UTC 2026","","Login functionality","Problem user can log in successfully",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1364","Removing a product from the inventory page clears the cart badge","","Fri May 01 07:23:36 UTC 2026","passed","Fri May 01 07:23:37 UTC 2026","","Inventory page functionality","Removing a product from the inventory page clears the cart badge",""
"  As a logged-in user
  I want to navigate between pages using the header
  So that I can access all areas of the application","2592","User can open and close the burger menu","","Fri May 01 07:23:56 UTC 2026","passed","Fri May 01 07:23:59 UTC 2026","","Header navigation functionality","User can open and close the burger menu",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1272","Standard user lands on inventory page after login","","Fri May 01 07:23:40 UTC 2026","passed","Fri May 01 07:23:41 UTC 2026","","Login functionality","Standard user lands on inventory page after login",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1287","Standard user can log in successfully","","Fri May 01 07:23:38 UTC 2026","passed","Fri May 01 07:23:40 UTC 2026","","Login functionality","Standard user can log in successfully",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1308","User can sort products by price high to low","","Fri May 01 07:23:31 UTC 2026","passed","Fri May 01 07:23:33 UTC 2026","","Inventory page functionality","User can sort products by price high to low",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1995","Checkout overview displays the correct order summary","","Fri May 01 07:23:17 UTC 2026","passed","Fri May 01 07:23:19 UTC 2026","","Checkout functionality","Checkout overview displays the correct order summary",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1358","User can sort products by name Z to A","","Fri May 01 07:23:29 UTC 2026","passed","Fri May 01 07:23:30 UTC 2026","","Inventory page functionality","User can sort products by name Z to A",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","2142","Checkout form requires a postal code","","Fri May 01 07:23:23 UTC 2026","passed","Fri May 01 07:23:25 UTC 2026","","Checkout functionality","Checkout form requires a postal code",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1632","Checkout form requires a first name","","Fri May 01 07:23:19 UTC 2026","passed","Fri May 01 07:23:21 UTC 2026","","Checkout functionality","Checkout form requires a first name",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","6319","Performance glitch user can log in successfully","","Fri May 01 07:23:46 UTC 2026","passed","Fri May 01 07:23:52 UTC 2026","","Login functionality","Performance glitch user can log in successfully",""
"  As a logged-in user
  I want to browse and interact with the product inventory
  So that I can find products and manage my shopping cart","1342","User can sort products by price low to high","","Fri May 01 07:23:30 UTC 2026","passed","Fri May 01 07:23:31 UTC 2026","","Inventory page functionality","User can sort products by price low to high",""
"  As a user of the SauceDemo application
  I want to be able to log in with valid credentials
  So that I can access the product inventory","1002","User cannot log in with empty username","","Fri May 01 07:23:42 UTC 2026","passed","Fri May 01 07:23:43 UTC 2026","","Login functionality","User cannot log in with empty username",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1559","Cart page is empty when no items have been added","","Fri May 01 07:23:09 UTC 2026","passed","Fri May 01 07:23:11 UTC 2026","","Shopping cart functionality","Cart page is empty when no items have been added",""
"  As a logged-in user
  I want to manage items in my shopping cart
  So that I can review my selection before placing an order","1621","User can remove an item from the cart page","","Fri May 01 07:23:11 UTC 2026","passed","Fri May 01 07:23:12 UTC 2026","","Shopping cart functionality","User can remove an item from the cart page",""
"  As a logged-in user
  I want to complete the checkout process
  So that I can place an order for the products in my cart","1742","Checkout form requires a last name","","Fri May 01 07:23:21 UTC 2026","passed","Fri May 01 07:23:23 UTC 2026","","Checkout functionality","Checkout form requires a last name",""
